log_id,timestamp,user_id,username,authentication_method,source_ip,location,device_info,success,risk_level,mfa_status,failure_reason
185c9fe1-c3fe-4984-83ce-6b43186d4ee2,2025-11-05T09:07:07.063605,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,biometric,192.168.1.102,"New York, US",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
2ad039be-26b4-4281-a53b-f088abadee0c,2025-11-05T10:10:25.064508,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,172.16.0.100,"London, UK",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,medium,not_required,invalid_password
acc846c4-c316-4c3f-b7cd-e71ef0a809df,2025-11-05T10:15:32.064771,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,203.0.113.45,"Berlin, DE",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
e6509a03-9b18-4300-b65e-91c4ba3bd523,2025-11-05T11:30:44.067015,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,192.168.1.100,"Tokyo, JP",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,medium,not_required,invalid_password
3b7526b4-a691-4d9c-9dcb-6f9d4821f4f5,2025-11-05T12:51:14.066756,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,192.168.1.102,"Tokyo, JP",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,account_locked
64890fb9-0bda-4469-ad40-168d5c9d6623,2025-11-05T13:56:17.068316,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,10.0.0.50,"Toronto, CA",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
96f1c86d-6cc7-43af-a48f-306f11b9bb42,2025-11-05T14:29:42.068137,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,biometric,203.0.113.45,"Toronto, CA",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
ce735a49-049a-42a1-93e8-ff76f1c299a8,2025-11-05T14:44:13.065806,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,172.16.0.100,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
ef64d471-aec8-41c2-8c46-55c2141cdf88,2025-11-05T15:15:30.066288,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,10.0.0.50,"New York, US",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,medium,not_required,
3e15e907-42e7-44ef-83d6-505b407e9043,2025-11-05T16:19:18.066987,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,203.0.113.45,"New York, US",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
c79e5fed-d014-43de-b2a4-655dca3f49d4,2025-11-05T16:42:16.068948,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,192.168.1.102,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,not_required,
51f401b8-5cb2-4177-8ef8-084c0d5938ab,2025-11-05T17:53:05.064582,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,10.0.0.50,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,account_locked
0005ee78-372a-4016-a64f-b3aa68e225d4,2025-11-05T18:00:00.062494,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,192.168.1.100,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,verified,
9086552c-27be-446a-be99-b174b4783a7d,2025-11-05T18:35:10.064814,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,sso,192.168.1.102,"London, UK",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,high,not_required,
22e5135c-db7b-44ce-83ec-6973f7b3db07,2025-11-05T19:03:51.062764,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,198.51.100.23,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,verified,
9a26c6da-0370-497b-bd03-1911189a5d5b,2025-11-05T21:27:44.064948,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,mfa,100.64.0.50,"Tokyo, JP",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,medium,not_required,account_locked
b30bbce2-87b3-4517-9bff-654e37904575,2025-11-05T21:40:43.064432,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,mfa,10.0.0.50,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
defc143c-bad2-4d7b-a1cc-f4bb45b3e52b,2025-11-05T22:08:19.068109,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,mfa,192.168.1.102,"Berlin, DE",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,account_locked
9fb9ef8e-d2aa-4886-ace0-1e5bac14b6a3,2025-11-05T22:56:26.064590,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,mfa,192.168.1.101,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,expired_token
b002a463-166e-4766-8190-cf1984f91fbb,2025-11-05T23:22:58.063017,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,192.168.1.100,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
3387aa99-47aa-41b0-97bc-cf51360f0c97,2025-11-05T23:54:45.063030,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,10.0.0.50,"Tokyo, JP",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,expired_token
31b6dbab-0041-43af-9316-c58c6c0c3602,2025-11-05T23:55:15.063199,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,100.64.0.50,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,expired_token
7efbb584-1368-47c5-969c-b6383bf8108d,2025-11-06T00:13:47.064165,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,password,192.168.1.102,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,account_locked
ba5b1a01-1461-41ca-97eb-24f81ad75c08,2025-11-06T01:26:05.066541,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,192.168.1.100,"Sydney, AU",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
d55f4b29-fc94-4caa-aef7-0d04ae080caf,2025-11-06T01:33:42.064136,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,mfa,203.0.113.45,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,account_locked
60c9b082-71d4-478f-bddd-131916c0519c,2025-11-06T01:42:39.062983,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,biometric,203.0.113.45,"Paris, FR",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,high,not_required,
148b1acd-7e25-498a-9111-9bd3f81684da,2025-11-06T01:48:55.063892,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,mfa,192.168.1.101,"Paris, FR",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,verified,
01bfed2d-ffbb-4d43-aef9-a0cfc12dc92e,2025-11-06T01:57:28.064840,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,password,198.51.100.23,"London, UK",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
9625ccbb-636f-4dfe-aa9e-7ab389e7ed8f,2025-11-06T04:28:12.065969,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,192.168.1.100,"New York, US",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
5c0654b9-4b15-45c6-905a-fd63b9fc08a0,2025-11-06T06:27:51.066498,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,203.0.113.45,"Tokyo, JP",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
57b3cd25-c427-4667-8284-b8ffb49e005d,2025-11-06T06:56:13.064661,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,biometric,100.64.0.50,"Toronto, CA",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
5c886ca4-06b4-4caa-a9f0-e81ab8b0ae3a,2025-11-06T07:38:05.064516,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,biometric,100.64.0.50,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,high,not_required,
4306ffc3-2965-40f0-a248-1dd8b550b9c2,2025-11-06T07:56:22.063255,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,mfa,172.16.0.100,"Paris, FR",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
3bb00f2c-128e-426d-a697-f5070a91743c,2025-11-06T08:21:01.065978,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,sso,172.16.0.100,"Berlin, DE",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,medium,not_required,invalid_mfa
2bed8031-e386-485b-85fc-1334d5598271,2025-11-06T08:26:06.068738,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,203.0.113.45,"Tokyo, JP",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,high,not_required,invalid_mfa
7266de5e-ffec-4e5c-88f4-a6db3e481410,2025-11-06T08:30:34.068165,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,biometric,192.168.1.102,"Toronto, CA",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,high,not_required,invalid_mfa
ea115761-5982-41de-865a-44d2be2eec05,2025-11-06T09:01:15.068799,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,biometric,100.64.0.50,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,expired_token
10287e70-bf8d-4085-8682-d730e0a547f9,2025-11-06T09:13:01.062098,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,192.168.1.100,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,verified,
f3321040-d069-4371-a087-8ec18301efcb,2025-11-06T09:28:43.066281,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,sso,198.51.100.23,"Toronto, CA",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
9a636ffb-67f8-4583-8495-d16e2a17581d,2025-11-06T09:52:04.063487,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,192.168.1.101,"Berlin, DE",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,verified,
162a7392-3a10-4c4d-8399-a5d8b3a8dc34,2025-11-06T11:31:25.063991,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,password,100.64.0.50,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
b5b670ef-c6a8-498e-a67b-acceba435275,2025-11-06T12:03:52.063747,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,sso,192.168.1.102,"Paris, FR",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,not_required,
3faa2828-ffb8-416b-ae37-426357f6f6eb,2025-11-06T12:51:06.066000,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,password,10.0.0.50,"Tokyo, JP",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
72029242-ae10-4532-82cb-e21144c3bbca,2025-11-06T13:20:09.063707,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,biometric,192.168.1.102,"Tokyo, JP",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
e968406c-3db5-4f8b-8e31-1f6fd05c9663,2025-11-06T14:07:30.064563,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,198.51.100.23,"Paris, FR",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,not_required,
ad6f65a6-3d19-46ef-aecf-3e6627281446,2025-11-06T15:46:48.065162,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,sso,100.64.0.50,"Paris, FR",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
cbf15245-d2cb-443c-86b9-97268f7effc2,2025-11-06T16:48:43.062949,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,mfa,198.51.100.23,"Singapore, SG",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,medium,not_required,
94c35fea-d00f-43bd-9ae9-1225b2938032,2025-11-06T16:57:26.066749,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,192.168.1.102,"Berlin, DE",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,verified,
4452e548-5718-45c1-9bb6-e83643747a35,2025-11-06T17:09:41.064820,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,sso,192.168.1.100,"Paris, FR",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
5e9148d7-e9c9-4b18-ac18-15ab9a0a107c,2025-11-06T17:16:03.064158,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,mfa,192.168.1.100,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,medium,not_required,invalid_mfa
67762c98-25e0-4518-89bd-a69cce6d1fef,2025-11-06T18:09:04.061990,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,10.0.0.50,"Sydney, AU",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
0c15d169-4761-49cc-8732-6a3f61d94a74,2025-11-06T18:12:43.066154,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,198.51.100.23,"Singapore, SG",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
62d493f9-bfaa-4264-a712-3a326ec1cdf0,2025-11-06T18:34:18.068035,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,203.0.113.45,"Toronto, CA",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
5ee8dbad-b9ea-44e0-b976-315629071ee7,2025-11-06T19:44:23.066880,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,192.168.1.101,"Paris, FR",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
daccd8fb-f78f-42e3-a157-9193fd1fe933,2025-11-06T21:26:28.064179,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,172.16.0.100,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,medium,not_required,expired_token
f57f1b18-a222-43ec-a4fc-91aae34c63b2,2025-11-06T22:19:19.062602,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,mfa,192.168.1.102,"Tokyo, JP",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,verified,
4904a25f-4d1c-4d27-a189-84bbde8e0396,2025-11-06T22:23:16.064281,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,198.51.100.23,"Tokyo, JP",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,medium,not_required,invalid_password
f0f56a4a-c8fb-441c-9479-305161d99af2,2025-11-06T23:30:23.064956,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,192.168.1.101,"London, UK",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,medium,not_required,
4fc037f3-826e-4a19-9968-d9b263024b9b,2025-11-07T00:47:19.065326,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,sso,192.168.1.101,"Tokyo, JP",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,account_locked
357efd8c-9118-4494-9d40-74a55b3cfab4,2025-11-07T01:18:01.065731,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,172.16.0.100,"London, UK",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,not_required,
e3413017-1732-453b-b4d4-17c0924ec0ca,2025-11-07T01:54:45.066100,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,mfa,192.168.1.101,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
cd243576-ca58-459c-b7c4-204dd9a73497,2025-11-07T01:58:06.067048,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,192.168.1.101,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
db7f41bb-080a-4bfd-a918-990dc0088434,2025-11-07T02:23:26.065421,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,198.51.100.23,"Paris, FR",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,verified,
c4416ad1-a389-486f-b771-b11b23bfb6d6,2025-11-07T02:23:57.066009,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,sso,172.16.0.100,"Paris, FR",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
87b1a9bc-1a82-4f0f-816f-e7608dd37d1e,2025-11-07T02:26:24.068669,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,sso,192.168.1.101,"Tokyo, JP",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,verified,
14479157-4439-4d19-8e19-8c9231328b18,2025-11-07T02:49:00.066906,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,mfa,192.168.1.101,"Paris, FR",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
f89d99ea-d3fe-4244-ad0c-eed9ad2809fa,2025-11-07T07:03:14.067810,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,password,100.64.0.50,"New York, US",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
56fe866c-6a4a-4214-a385-3e498d570d18,2025-11-07T07:08:16.064356,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,sso,198.51.100.23,"Berlin, DE",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,medium,not_required,
0da204ff-9ca5-44ae-8006-154e7e8d7ff3,2025-11-07T07:48:28.068537,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,sso,10.0.0.50,"Berlin, DE",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
1781c3fb-091d-4e5e-80c1-ea8c5f10a050,2025-11-07T07:53:57.066406,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,192.168.1.101,"Sydney, AU",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
49dd40af-2ab7-4107-bdd5-4f202d92edd9,2025-11-07T11:16:56.063072,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,sso,203.0.113.45,"Paris, FR",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,not_required,
53e57c62-37e2-4a47-8eb8-3ec8afbb281a,2025-11-07T11:57:51.065228,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,biometric,192.168.1.100,"Berlin, DE",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,account_locked
db9ca907-77c2-4a90-b7af-5e2a213606e3,2025-11-07T13:30:56.067091,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,198.51.100.23,"Singapore, SG",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,high,not_required,
8d6b7f95-badd-4a0f-a9e1-7a6144d3df0b,2025-11-07T14:36:24.064893,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,172.16.0.100,"Paris, FR",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,verified,
3573e51c-b5fc-4759-b9a7-f375c2b3927e,2025-11-07T14:56:03.068296,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,mfa,192.168.1.100,"Berlin, DE",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,invalid_mfa
ef3235e3-9d76-402a-b815-c61d3f03fdf2,2025-11-07T15:50:47.066328,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,172.16.0.100,"Toronto, CA",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,verified,
74f996d1-8ae8-4284-a52f-8a70625c42bc,2025-11-07T16:01:41.065630,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,100.64.0.50,"New York, US",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
9fc226e5-a483-4509-bbfd-fdae29d1431a,2025-11-07T18:04:42.068329,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,198.51.100.23,"Singapore, SG",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
16b7641d-e1a5-4f29-b424-fff7caee8b41,2025-11-07T22:11:56.063002,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,password,192.168.1.100,"Berlin, DE",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,verified,
d2df0e55-12f0-4524-8b66-4fcec1344eec,2025-11-07T22:20:03.063396,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,198.51.100.23,"New York, US",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,verified,
6b9db257-e06c-49ef-bb6e-ebefc630ffbb,2025-11-07T22:31:35.068253,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,192.168.1.102,"Singapore, SG",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
61cac597-9f1d-4ba2-a0fa-7e454031a108,2025-11-07T22:39:03.065812,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,100.64.0.50,"Berlin, DE",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
3c01e036-cc81-4191-8f50-2433b64493db,2025-11-07T22:48:30.062398,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,sso,192.168.1.100,"Paris, FR",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
fab9ddd7-d31a-4d53-9e07-4ac62c79e0d8,2025-11-07T22:54:37.062215,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,198.51.100.23,"Paris, FR",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
06b3a342-e25e-40aa-b140-e73f4a87f3ab,2025-11-07T23:00:46.068832,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,203.0.113.45,"Berlin, DE",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,invalid_mfa
a2515097-473b-4803-a122-6d57fe4b8dae,2025-11-08T00:49:44.062229,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,sso,100.64.0.50,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
62680b3f-3cd8-4715-8e3d-ef1ca9c89958,2025-11-08T02:21:19.063493,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,10.0.0.50,"New York, US",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
dfde6d8d-3cad-49e6-bc59-4cd28c7e93bd,2025-11-08T02:26:03.066453,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,biometric,100.64.0.50,"Tokyo, JP",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,medium,not_required,account_locked
d349e6ca-2728-439e-a7be-c5a613afaae9,2025-11-08T03:06:22.062461,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,mfa,10.0.0.50,"Toronto, CA",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
5f0a30bb-4af7-4826-be1a-9bcb97709367,2025-11-08T03:25:44.068130,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,192.168.1.100,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,not_required,
4b09644c-87fd-4203-8846-4f9e31457eb4,2025-11-08T06:05:35.065929,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,mfa,192.168.1.101,"Paris, FR",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,medium,not_required,
c9e3c8b1-1d5d-4897-bb90-80a5f7541e94,2025-11-08T07:58:31.066700,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,198.51.100.23,"Paris, FR",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
fabd3e5e-6fdf-424b-b427-fae037b8875c,2025-11-08T08:37:58.068055,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,mfa,192.168.1.100,"Berlin, DE",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,high,not_required,
