log_id,timestamp,protocol,source_ip,source_port,destination_ip,destination_port,bytes_sent,bytes_received,packets,action,flags,session_duration
a4e3a939-4f55-41b6-9a76-3c79cfbbc1bc,2025-11-04T13:44:28.136632,TCP,198.51.100.23,17443,10.0.0.50,443,60461,73115,923,allow,[],585
a19a4db5-e1d5-422e-8ab8-ae7c80a9b796,2025-11-04T14:06:20.122735,UDP,172.16.0.100,62760,192.168.1.100,3306,75359,65976,252,allow,[],2896
c341462a-5827-4749-a7f0-839c6d47438d,2025-11-04T14:15:41.127545,UDP,198.51.100.23,42781,100.64.0.50,3389,13485,97417,739,allow,[],2729
d68b0baa-7027-45d6-b712-e5898889aef0,2025-11-04T14:54:34.136056,TCP,198.51.100.23,38044,172.16.0.100,3389,54652,84808,246,allow,[],22
18c51a2d-2057-4226-9c26-50547d1b7c24,2025-11-04T15:03:53.122882,UDP,10.0.0.50,4314,192.168.1.100,5432,53490,40832,207,allow,[],1005
c90d46d5-29dd-4c20-9bc5-a404896e0930,2025-11-04T15:29:47.128333,TCP,100.64.0.50,36921,203.0.113.45,5432,80848,46512,811,allow,[],3310
43d9037f-07fd-4926-8725-edc9ddd899ef,2025-11-04T15:45:02.126919,TCP,192.168.1.101,32532,192.168.1.102,3306,11594,49751,366,allow,[],1813
665e6673-1496-4db0-91c2-46a9d81dfe4d,2025-11-04T16:19:51.131847,TCP,192.168.1.102,37541,192.168.1.100,80,59837,50905,145,allow,[],1904
379d9433-8a4a-4366-8a5c-d6c5b53e9447,2025-11-04T16:21:16.125657,UDP,203.0.113.45,26463,10.0.0.50,3389,80385,40402,901,allow,[],2306
3cfee537-a44e-4cf2-a7b9-8a8f5d96279f,2025-11-04T16:22:59.137018,TCP,172.16.0.100,14444,192.168.1.100,443,88639,64417,558,allow,[],1426
e723cc87-8ab9-40c2-9d72-4669611bff77,2025-11-04T18:07:41.130131,TCP,100.64.0.50,38422,192.168.1.102,3389,32107,18309,569,allow,[],1590
03eee47e-76c1-4959-8316-222998ce609c,2025-11-04T18:42:13.129583,TCP,100.64.0.50,38515,172.16.0.100,3389,43480,8387,294,allow,[],1314
7f5fa1d8-331a-4221-83e5-969596782ea3,2025-11-04T19:37:49.133914,ICMP,172.16.0.100,40928,172.16.0.100,5432,899,65056,813,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",3400
0e3d04c4-e7ee-4cd1-b56c-026a41dc41ba,2025-11-04T19:57:11.126121,TCP,10.0.0.50,31415,192.168.1.102,3306,74451,9565,582,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",1968
1f4e1c79-023f-4782-b1ab-0f6e7f2a650a,2025-11-04T20:00:44.136498,TCP,203.0.113.45,24777,172.16.0.100,3389,33283,57727,410,allow,[],2931
b78d27c9-d071-40fb-84a4-de5039044fd8,2025-11-04T20:02:59.122803,UDP,10.0.0.50,12062,100.64.0.50,3306,64857,80291,890,allow,[],2362
8f5bc10f-9ea8-4f08-b1f6-02179f9552ab,2025-11-04T20:18:18.132394,TCP,192.168.1.101,5682,192.168.1.101,3306,69935,95678,647,allow,[],2651
cf9a8933-9895-4b64-bb14-14cd72937ea7,2025-11-04T20:19:12.124353,UDP,203.0.113.45,29627,100.64.0.50,22,16529,75818,828,allow,[],911
fe02f700-edc4-44d5-b81c-e57efb8245d1,2025-11-04T20:25:20.137051,TCP,192.168.1.100,51310,10.0.0.50,80,5261,42029,402,allow,[],2173
d303fde8-f4fa-475b-9bdb-9fe3a45c6358,2025-11-04T20:44:36.128023,TCP,203.0.113.45,51003,192.168.1.102,3389,96021,76775,884,allow,[],1217
be9cda4d-5cb3-4efd-bead-4656c69b52ee,2025-11-04T20:57:07.124242,TCP,198.51.100.23,27382,10.0.0.50,22,89955,73598,302,allow,[],1099
04cfec15-abdc-42a9-8a0e-c0bcdb088053,2025-11-04T21:16:24.136358,UDP,192.168.1.100,34423,198.51.100.23,80,9276,50543,890,allow,[],48
7dd4fffa-8170-4191-9260-997f51446629,2025-11-04T21:35:55.130356,UDP,192.168.1.101,34463,10.0.0.50,3389,22342,73643,807,allow,[],1534
5eb3f2ed-99e2-4c9a-b4d8-d33b29edeb2e,2025-11-04T22:09:41.134851,UDP,10.0.0.50,57577,172.16.0.100,3389,76184,4481,416,allow,[],2137
35cf8f48-0111-47d4-b684-1e7d6c98bf86,2025-11-04T22:25:41.123140,TCP,198.51.100.23,62159,192.168.1.100,3306,85350,55496,798,allow,[],732
6a19bc9a-911b-4dde-80e2-3a408b91544d,2025-11-04T22:31:46.126153,TCP,10.0.0.50,28690,192.168.1.100,443,95077,67665,453,allow,[],2883
7d95037a-a1bb-4097-9bf1-bbd02f2cbfbd,2025-11-04T22:45:50.133364,TCP,100.64.0.50,37162,10.0.0.50,80,21581,60672,49,allow,[],3593
0eb58145-18af-457e-8bec-eb3e6cc06963,2025-11-04T23:18:25.128629,TCP,203.0.113.45,64872,100.64.0.50,80,15142,63918,447,allow,[],2998
4eea3ac5-4972-4ffc-980c-b5e46d2a5c08,2025-11-05T00:02:23.124698,ICMP,10.0.0.50,16540,192.168.1.100,5432,15006,51358,695,allow,[],2301
c00d074e-618a-4448-a2af-2d3a9f9d2218,2025-11-05T00:06:04.135862,TCP,100.64.0.50,12458,203.0.113.45,443,63979,40549,233,allow,[],2731
d31afb1e-bbf3-48ef-99da-5923078eddde,2025-11-05T00:24:17.130567,TCP,203.0.113.45,45196,192.168.1.100,22,40255,42865,503,allow,[],1824
832a63ce-dd9f-4fb8-bd33-12a367bd8ad7,2025-11-05T01:08:18.123487,TCP,172.16.0.100,25922,192.168.1.101,3389,18470,4520,874,allow,[],1125
7bdcac50-9bab-44e2-a07d-797da780e2fe,2025-11-05T01:22:12.128994,TCP,100.64.0.50,6111,192.168.1.100,80,39540,1144,358,allow,[],2957
199402ab-35cf-4bef-944c-dbf20d9b302c,2025-11-05T02:44:13.130810,TCP,192.168.1.102,61285,100.64.0.50,3306,31989,97471,229,allow,[],2850
36036b47-1055-4ca9-9374-752961d001d3,2025-11-05T02:57:36.128847,TCP,203.0.113.45,36829,192.168.1.101,22,23555,47901,118,allow,[],1677
5aebe8ac-fc06-49df-8166-7c79857d0270,2025-11-05T03:15:28.135053,TCP,10.0.0.50,56983,192.168.1.102,5432,16732,30186,923,allow,[],199
22d5e6dd-f4a2-4434-84aa-9cfe16b54e01,2025-11-05T03:15:48.137043,ICMP,198.51.100.23,42284,100.64.0.50,22,64102,82555,193,allow,[],1557
2f0a1480-9935-47e0-b3d7-cbad9dff5a03,2025-11-05T04:37:20.127451,ICMP,203.0.113.45,2144,203.0.113.45,22,76636,21249,964,allow,[],1551
1b507b23-03d1-427c-89d3-5a6f3d42b5e3,2025-11-05T04:45:22.135708,TCP,100.64.0.50,40865,10.0.0.50,22,68390,5389,186,allow,[],1115
24757f56-9736-48b3-b402-20dd901431fe,2025-11-05T05:07:50.124679,UDP,203.0.113.45,5386,192.168.1.102,443,95437,89870,759,allow,[],793
c43246fa-db53-4e14-8042-6980c0ea5b8c,2025-11-05T06:09:27.129429,ICMP,198.51.100.23,31353,203.0.113.45,3389,92135,12948,262,allow,[],1642
cbb156f9-eb91-466a-b86a-669008746b5a,2025-11-05T06:26:07.131055,ICMP,100.64.0.50,28316,172.16.0.100,3306,91642,65133,564,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2245
6edae521-ef8c-4ed7-82f9-9abada131dfa,2025-11-05T06:28:51.134076,TCP,192.168.1.100,47162,192.168.1.100,443,80989,80831,536,allow,[],320
3dacb465-69e4-4ab0-b4d2-9e4f5d5e00da,2025-11-05T06:37:25.136387,TCP,198.51.100.23,61124,192.168.1.102,3389,78411,21878,181,allow,[],1505
fc6454d2-05ff-4c86-898b-b96a0d7de37d,2025-11-05T06:40:21.122933,UDP,198.51.100.23,57630,198.51.100.23,5432,2246,96179,266,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2681
494db51b-02cb-4a1f-9ae4-0f2615a23abc,2025-11-05T06:51:17.125791,TCP,192.168.1.100,7749,203.0.113.45,443,28868,90126,751,allow,[],875
bce1f19f-b926-4412-a666-5f8f8f981468,2025-11-05T07:00:17.130904,UDP,203.0.113.45,21808,172.16.0.100,80,25185,23215,861,allow,[],2228
c1abfebe-6e27-4461-b3ee-31781903038c,2025-11-05T07:06:45.125579,TCP,172.16.0.100,27429,172.16.0.100,5432,8115,37342,527,allow,[],1693
88d7fa9e-1f9e-423f-ab16-4e45033d9ac8,2025-11-05T07:31:49.124369,TCP,172.16.0.100,48081,192.168.1.102,80,35787,32654,963,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",75
c18edc2f-771a-4db6-8064-5e6691a143b0,2025-11-05T07:58:36.134375,TCP,198.51.100.23,40028,192.168.1.102,3389,53804,50067,123,allow,[],624
651e66dc-7ee7-48b2-8f3f-35ffc610f72d,2025-11-05T08:37:48.130856,TCP,10.0.0.50,57760,198.51.100.23,3389,31488,51292,580,allow,[],2436
1386cff6-39b7-4713-bf32-8c58f688c9a5,2025-11-05T09:43:57.129112,TCP,198.51.100.23,32428,192.168.1.100,80,57730,34199,507,allow,[],2587
95037f4f-d027-42bf-9e0b-423aa693b5d2,2025-11-05T09:58:00.127905,UDP,100.64.0.50,53786,192.168.1.100,3306,40403,91848,335,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",275
897d4e15-7b84-4665-a7af-133db89a0332,2025-11-05T10:11:59.124744,TCP,198.51.100.23,28362,10.0.0.50,443,12974,25259,489,allow,[],2728
9e9d9167-9986-4eee-b5f2-5b75e406e0ee,2025-11-05T10:45:00.136321,TCP,10.0.0.50,19219,172.16.0.100,80,65371,87451,290,allow,[],1499
a14ce3ce-0bd1-4b9b-af0c-26bd9b0028c1,2025-11-05T10:58:41.132939,TCP,192.168.1.101,54808,192.168.1.102,22,26304,3024,650,allow,[],93
0b7f8646-7ed4-4199-8f0f-25343d730388,2025-11-05T12:25:33.126640,TCP,192.168.1.102,44024,172.16.0.100,22,47246,71819,970,allow,[],3246
227741a5-b7a2-491e-95c4-fe10220545b9,2025-11-05T12:33:51.133275,UDP,192.168.1.102,27163,10.0.0.50,443,4998,37215,960,allow,[],1779
b2f47e54-ec7f-4e2b-891a-f77cce7a4a08,2025-11-05T12:39:37.127591,TCP,172.16.0.100,20126,192.168.1.100,5432,39124,97527,463,allow,[],305
bb5233e8-8300-40c9-8caf-9bfa6e7eb104,2025-11-05T13:15:52.135889,TCP,192.168.1.100,46718,192.168.1.101,3389,84988,18923,658,allow,[],1992
508c112c-776f-4eba-9064-f0fba63363cf,2025-11-05T13:22:52.126970,ICMP,192.168.1.102,62357,192.168.1.100,22,89412,4984,608,allow,[],3165
acdb2f1b-bbd8-4c3f-b960-06622e7b8076,2025-11-05T13:46:06.130669,TCP,192.168.1.101,59172,172.16.0.100,80,44575,87149,782,allow,[],1831
f854bc66-d976-4f2f-981c-b42bd6367616,2025-11-05T13:57:49.126033,TCP,203.0.113.45,2461,10.0.0.50,443,10808,11441,722,allow,[],3216
c6f1f7d9-5de2-4fca-a3e9-465a8875829b,2025-11-05T14:08:56.135947,TCP,100.64.0.50,20491,198.51.100.23,3389,87264,51506,895,allow,[],1461
4021a076-4826-4517-bb24-06c9537104d8,2025-11-05T14:16:19.123180,ICMP,192.168.1.101,18891,100.64.0.50,443,45826,10494,617,allow,[],1445
42fc582b-6759-4ce7-bf84-3140e36632bb,2025-11-05T14:52:51.128365,TCP,192.168.1.100,56150,10.0.0.50,5432,60152,83883,305,allow,[],3355
7f94a100-266e-49eb-a6f8-f127841fc3c8,2025-11-05T14:53:38.125612,TCP,192.168.1.100,38876,192.168.1.102,22,42506,42697,207,allow,[],261
19aebfef-5827-428d-b016-29bb786f420c,2025-11-05T14:54:37.128677,ICMP,192.168.1.101,43980,100.64.0.50,443,62396,76894,827,allow,[],623
0cf2d04b-1c2b-4487-b866-7d03fbd087cb,2025-11-05T15:05:07.126762,TCP,203.0.113.45,17248,192.168.1.102,3389,12686,76441,114,allow,[],1118
51640f47-2e16-46ed-8093-e7601d4162ef,2025-11-05T15:08:48.124405,TCP,203.0.113.45,38710,192.168.1.101,443,50274,80887,955,allow,[],1119
dbd39435-289b-4261-809e-cb30d514401f,2025-11-05T16:02:37.132341,TCP,100.64.0.50,23636,100.64.0.50,443,80243,6930,43,allow,[],2309
94e0a15c-f35d-49eb-9502-0c141987d67c,2025-11-05T16:03:24.131561,TCP,203.0.113.45,12920,192.168.1.100,80,4974,94343,804,allow,[],2787
a84774c1-8b92-4b06-aca3-be947304a111,2025-11-05T16:04:45.135973,TCP,198.51.100.23,25330,100.64.0.50,3306,16921,5717,443,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2468
d1019fc8-5ff8-438d-9bf5-2f418404b865,2025-11-05T16:06:43.126860,TCP,192.168.1.101,36355,100.64.0.50,3389,80780,64405,550,allow,[],1720
9cb2946e-a5aa-44ae-93c8-5f431bc826be,2025-11-05T16:23:55.131001,TCP,198.51.100.23,19783,10.0.0.50,443,20576,98843,118,allow,[],2128
1ed77929-6196-48fd-81ed-a21c4b497f5f,2025-11-05T17:01:25.135754,ICMP,198.51.100.23,34959,198.51.100.23,443,21794,86883,555,allow,[],503
df4dbbf2-07ee-4aef-8e4c-8e1c1eac84b0,2025-11-05T17:16:00.126330,TCP,10.0.0.50,39858,192.168.1.100,443,9497,21533,743,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",1381
1d940816-496d-4e89-9d14-98dc2222b75c,2025-11-05T17:44:18.133676,TCP,203.0.113.45,34597,192.168.1.102,5432,9251,47689,968,allow,[],1482
99ac8e20-5345-4ae1-a249-3b9d4a680ca9,2025-11-05T17:52:05.123884,TCP,100.64.0.50,42939,100.64.0.50,5432,45879,2623,970,allow,[],23
d215545d-6620-4266-9a8e-7c5bdbe75969,2025-11-05T18:59:13.127510,TCP,192.168.1.102,45319,192.168.1.101,443,17133,20135,928,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",750
b23b6d74-91e9-4566-82fe-8a42d53f7ec7,2025-11-05T20:01:01.136538,TCP,203.0.113.45,32722,192.168.1.102,3306,47865,30294,446,allow,[],3197
9698bec2-5002-4551-ac0e-8c0d24d739bc,2025-11-05T20:16:01.136268,TCP,172.16.0.100,16202,100.64.0.50,80,52946,21525,807,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",3006
04218242-8f65-44c8-ba08-2291676788ce,2025-11-05T20:17:42.127092,UDP,100.64.0.50,30466,203.0.113.45,443,81306,33788,89,allow,[],1823
c8d7138b-6bc4-4ec7-a6d8-2f691290b256,2025-11-05T20:17:43.126938,TCP,192.168.1.102,25008,100.64.0.50,80,31124,33853,994,allow,[],1643
a06c4a30-f354-496a-88a5-68d47a7317a5,2025-11-05T20:22:39.127080,TCP,198.51.100.23,50634,192.168.1.102,3389,31978,82192,763,allow,[],2734
8e2fcfd3-376c-4b0a-801d-bbb3f25b2e32,2025-11-05T20:37:27.132964,TCP,198.51.100.23,27149,203.0.113.45,443,21351,63046,777,allow,[],2254
b3bd95d2-723c-433f-b130-dcdfc7cac71a,2025-11-05T21:11:25.128650,TCP,198.51.100.23,20524,192.168.1.100,3306,28631,65825,346,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",3410
7ffcfe3d-092c-437d-8676-3145d667b420,2025-11-05T21:17:23.131520,TCP,203.0.113.45,64884,203.0.113.45,3306,24333,28697,413,allow,[],581
d88ab421-fe64-44d1-a45e-e734c996e52c,2025-11-05T21:17:56.135668,TCP,172.16.0.100,64970,192.168.1.101,80,37628,85291,722,allow,[],81
a3bc262c-6152-4261-9307-4d66cff6d231,2025-11-05T21:19:54.133793,TCP,192.168.1.102,10457,10.0.0.50,443,97805,18369,477,allow,[],2943
6c04aca0-e821-4bd6-a4d4-cd4fa1d2c49d,2025-11-05T21:21:23.126721,ICMP,203.0.113.45,19576,10.0.0.50,3389,66548,30399,384,allow,[],2994
d381a3e7-b845-4898-83e9-2db2f2809223,2025-11-05T21:31:08.130484,TCP,192.168.1.101,49612,172.16.0.100,80,43737,35631,763,allow,[],1254
0abe2635-aadf-40b7-b64b-16490c2516ff,2025-11-05T21:31:31.136413,UDP,192.168.1.102,59715,10.0.0.50,5432,36636,34266,886,allow,[],1966
4dda74b7-ad99-4fa0-a925-bbeb8c7e1d03,2025-11-05T22:31:47.127629,TCP,198.51.100.23,36549,203.0.113.45,80,39552,64938,22,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2706
ee2de61d-6cd1-41c3-9855-76a2c2280804,2025-11-05T23:05:20.135404,TCP,203.0.113.45,45807,198.51.100.23,80,61740,95783,998,allow,[],237
6e964101-d28c-416f-873a-94f288576dad,2025-11-05T23:11:47.135003,TCP,192.168.1.101,57525,198.51.100.23,80,26404,14041,595,allow,[],3528
056aad61-8d4f-4dca-9221-74b3d1a0b706,2025-11-06T00:01:25.129591,TCP,192.168.1.100,35395,192.168.1.100,3389,51892,6885,514,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",455
70862b4d-405a-46dd-ba73-352004d2dd21,2025-11-06T00:29:24.136346,TCP,203.0.113.45,14214,203.0.113.45,22,3795,74836,143,allow,[],1071
8165e0ad-d8b3-4c31-bd14-68633460b5a0,2025-11-06T01:05:00.133818,TCP,10.0.0.50,22234,192.168.1.100,3306,55309,90641,889,allow,[],3067
69b60f6d-21bc-4033-8c5e-e47a31678c30,2025-11-06T01:29:32.125161,TCP,192.168.1.101,32863,100.64.0.50,443,1511,3257,518,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",920
938412a5-3bd0-42c7-b1fd-1c7b349ffa6b,2025-11-06T02:02:18.136432,TCP,192.168.1.102,14760,198.51.100.23,3389,87830,28126,389,allow,[],969
ff7d2267-7b6c-4adf-a8cd-a63006d258ec,2025-11-06T03:04:27.133223,TCP,100.64.0.50,10962,192.168.1.100,80,25526,68928,833,allow,[],1820
4c148071-035a-44a1-9c67-7000267c9e4a,2025-11-06T03:06:10.130935,UDP,192.168.1.100,62717,192.168.1.100,5432,1875,23479,10,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",242
39d9179c-0a5b-4ab5-ba2a-20eea765c7d9,2025-11-06T03:10:17.122854,UDP,192.168.1.101,43094,198.51.100.23,80,92128,84469,673,allow,[],3013
824c8b34-4988-43b8-b98c-b9fd1c7bd41c,2025-11-06T03:12:08.127199,ICMP,203.0.113.45,6019,172.16.0.100,5432,92698,57209,637,allow,[],2005
a0143b32-ef01-4a48-8763-a42971d3914d,2025-11-06T03:12:10.134645,ICMP,10.0.0.50,19231,10.0.0.50,5432,75438,28709,820,allow,[],3359
1fcc474d-7c54-47af-8b71-5af3c14c5349,2025-11-06T03:25:28.129317,TCP,10.0.0.50,52313,198.51.100.23,80,1871,35485,752,allow,[],2491
ec75d245-a147-4184-aba4-51947ad7f76d,2025-11-06T03:29:37.136452,TCP,172.16.0.100,46893,192.168.1.101,443,37878,92729,934,allow,[],3062
7c77a330-89e1-4fca-9efa-b0769500f773,2025-11-06T03:50:59.124384,UDP,100.64.0.50,64577,192.168.1.102,3306,53236,21862,303,allow,[],2275
778376f8-5639-439a-90f2-ceba2487386b,2025-11-06T05:00:04.129204,TCP,198.51.100.23,47037,198.51.100.23,3306,97946,73309,129,allow,[],367
f2f0446f-e259-4667-ab04-7872a1cd6954,2025-11-06T05:24:33.125845,TCP,172.16.0.100,16933,10.0.0.50,3389,26191,83489,202,allow,[],625
449e93e6-7d39-480e-b73b-67a2dcd7f482,2025-11-06T05:44:23.133437,UDP,10.0.0.50,45917,172.16.0.100,3389,98690,56623,23,allow,[],3027
2a85ecec-39b8-43ee-ab5c-86c94bd660da,2025-11-06T05:52:32.134596,TCP,203.0.113.45,1934,172.16.0.100,3306,5223,68304,494,allow,[],2383
b1a0cc41-8e04-45fc-89d4-f4e0906c94d1,2025-11-06T06:17:39.128359,ICMP,192.168.1.100,14730,203.0.113.45,22,6663,60866,231,allow,[],1913
9e55c88c-0b4b-4e95-b4c7-83a9ddbccd90,2025-11-06T06:21:07.130910,UDP,100.64.0.50,31579,192.168.1.102,443,89626,92228,673,allow,[],3191
1a91a6ba-4999-4de0-9edd-d9cad89967b7,2025-11-06T08:15:03.135954,TCP,172.16.0.100,37327,100.64.0.50,443,57786,70919,146,allow,[],2769
3a77a846-9ed8-42aa-a91e-5a6f5a0c25c0,2025-11-06T08:52:20.124083,TCP,198.51.100.23,5234,172.16.0.100,80,64109,56449,619,allow,[],3375
4443ab11-1fe8-40b6-8c9b-e1e9431efe73,2025-11-06T09:23:07.134971,TCP,172.16.0.100,23419,10.0.0.50,443,27985,59736,486,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",544
bf6b5a93-9c34-465d-88da-552baddda3f5,2025-11-06T10:45:30.128311,ICMP,192.168.1.101,26730,203.0.113.45,443,28939,54120,421,allow,[],619
312398fc-bd69-44da-ad79-0d69044f9af2,2025-11-06T10:48:57.123326,TCP,172.16.0.100,2367,172.16.0.100,443,51306,38320,644,allow,[],1554
3fab0f45-63ce-4601-9985-6e685feca382,2025-11-06T11:02:46.132970,TCP,172.16.0.100,60573,192.168.1.101,80,15470,80898,164,allow,[],871
daeb5b20-fb95-4ff7-846a-ebe38b7f3588,2025-11-06T11:23:10.134089,TCP,100.64.0.50,62275,100.64.0.50,22,34200,16220,300,allow,[],714
17cdcff9-16c9-4b5c-ac3c-f47f15f77c35,2025-11-06T12:03:58.126483,TCP,203.0.113.45,62704,100.64.0.50,5432,11202,27947,525,allow,[],3095
a09f29bc-602d-4530-bfc7-42ad46361c5c,2025-11-06T12:24:43.127873,TCP,100.64.0.50,49223,192.168.1.102,443,47319,97909,417,allow,[],1173
535ff1b5-8dd0-4381-ab53-9adf5afd28f4,2025-11-06T12:57:44.126620,TCP,10.0.0.50,45973,10.0.0.50,22,11251,6348,368,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",3411
e41e7f42-7cb3-435d-a834-c7a88e5bcc74,2025-11-06T13:12:14.123126,ICMP,100.64.0.50,6662,203.0.113.45,3389,9789,63223,136,allow,[],1359
91e07cfb-6bed-4b31-8bb9-008a190779ab,2025-11-06T13:15:11.124867,UDP,203.0.113.45,50319,192.168.1.100,3306,13744,65575,171,allow,[],2502
97ec2310-84df-41ce-abaa-3c887976f190,2025-11-06T13:27:48.131704,ICMP,198.51.100.23,5948,192.168.1.100,3306,94411,96676,593,allow,[],712
9cf46b44-f855-4bd8-aebd-4cbeb3d9552a,2025-11-06T14:15:57.125052,TCP,172.16.0.100,40989,198.51.100.23,3389,7719,74183,848,allow,[],1690
fda6d69a-ea23-481d-b220-445a129cfa93,2025-11-06T14:34:24.132603,TCP,100.64.0.50,20078,203.0.113.45,3306,49149,66403,237,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2119
5f099a74-63e2-4583-85dd-5e151fd8b5e7,2025-11-06T15:41:50.136212,TCP,10.0.0.50,48553,192.168.1.101,22,16557,737,863,allow,[],933
da18dc92-c84b-4b97-8edb-3aee90ef09cb,2025-11-06T16:20:40.128371,TCP,100.64.0.50,45556,100.64.0.50,22,49248,74151,826,allow,[],2967
643dc76d-88f1-441c-9cd1-7dd1a21f1998,2025-11-06T16:56:12.132013,UDP,10.0.0.50,63115,192.168.1.102,443,65423,89204,803,allow,[],2701
059e6e63-b4c5-4cef-8b85-9f18ae80f550,2025-11-06T16:57:26.136372,ICMP,192.168.1.101,46290,192.168.1.101,3389,8858,78657,113,allow,[],1067
39423ff2-ed38-4b11-9c5a-631e4dba01fa,2025-11-06T17:07:59.125514,TCP,192.168.1.102,56419,198.51.100.23,3306,37117,68399,267,allow,[],3537
5b5ec104-b521-496e-9dd1-f4991ab4cb1b,2025-11-06T17:15:37.127033,UDP,192.168.1.100,36784,172.16.0.100,80,5067,75922,735,allow,[],1564
88897adf-44b7-4ae2-8327-0017a4efdcc4,2025-11-06T17:15:55.131748,TCP,10.0.0.50,25238,100.64.0.50,443,66893,1871,26,allow,[],2432
a3c3d371-0285-4156-bb71-54ceec8491aa,2025-11-06T17:22:41.136586,ICMP,10.0.0.50,44877,192.168.1.100,5432,48249,81632,485,allow,[],484
fe1f9bbb-f191-4650-93ee-8e6f895f9a01,2025-11-06T17:36:12.133636,TCP,192.168.1.101,4857,192.168.1.101,443,99433,21179,977,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",489
aefda956-6fa5-4e3b-a0c1-191d4d2bb9dd,2025-11-06T17:38:11.125993,TCP,198.51.100.23,35953,192.168.1.102,80,73895,31615,52,allow,[],1068
c08dc55c-ba5a-4102-8af6-86c11acbe60f,2025-11-06T17:55:14.130548,TCP,192.168.1.100,33412,172.16.0.100,22,49160,51789,484,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",180
08f3637e-d58f-42bd-aeb6-81dd406197d5,2025-11-06T18:32:44.135538,TCP,203.0.113.45,36936,192.168.1.102,3389,99692,56295,819,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",3016
2e274608-cdd7-4b6f-aa60-2ce21bd7a784,2025-11-06T19:01:04.128396,UDP,198.51.100.23,18035,192.168.1.102,3306,85711,28295,10,allow,[],2925
e863aa10-8b09-4d49-84ec-a6aa31c0efa7,2025-11-06T19:25:53.124121,TCP,198.51.100.23,34730,203.0.113.45,22,93521,81151,343,allow,[],1837
14371cd5-d637-43d5-aabc-2f66b32313a1,2025-11-06T19:32:37.131616,UDP,100.64.0.50,36220,100.64.0.50,22,48728,49081,2,allow,[],1724
f978c5a2-1e79-4e30-8e80-f8770710307b,2025-11-06T21:05:57.127899,TCP,100.64.0.50,25703,203.0.113.45,80,84412,71297,988,allow,[],1457
c2e07250-248d-48f2-88c1-cb6bdb8699e2,2025-11-06T21:52:26.125893,TCP,203.0.113.45,2574,192.168.1.101,5432,58900,52660,712,allow,[],2022
1123f530-41d0-4765-9027-a606329d07f0,2025-11-06T21:53:10.133740,TCP,10.0.0.50,7975,172.16.0.100,3306,80797,32207,743,allow,[],372
960a1d4c-cb2c-4bd8-bc5d-6324fe27da1e,2025-11-06T22:27:37.126047,UDP,100.64.0.50,53817,172.16.0.100,5432,77956,27304,441,allow,[],1557
1ba845f2-b703-4b5d-9f91-931e3ac0623a,2025-11-06T22:41:30.136744,ICMP,100.64.0.50,34062,192.168.1.101,3389,88770,47065,705,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",1405
79744c6d-c11b-417b-8f19-fa6c5a252ad2,2025-11-06T23:04:57.130411,UDP,172.16.0.100,12311,203.0.113.45,3389,61494,47852,4,allow,[],1876
269845fd-6906-4a82-9804-c7731e140a3d,2025-11-06T23:25:13.132888,TCP,192.168.1.100,9935,100.64.0.50,3306,50980,6061,927,allow,[],1045
0cbf4839-c40c-4531-8bb8-114a32d41b1d,2025-11-06T23:27:20.129514,TCP,100.64.0.50,8854,100.64.0.50,3389,6233,63063,394,allow,[],581
e5437d06-acc4-4a8d-81b3-9401375fa8a9,2025-11-06T23:31:53.131062,UDP,172.16.0.100,8004,192.168.1.101,5432,73601,2389,341,allow,[],3418
fc5a9ec5-218b-42b5-9c40-199f75c3cbff,2025-11-06T23:42:35.136340,UDP,198.51.100.23,22631,192.168.1.101,3306,61871,36178,26,allow,[],1530
